CHN,Finance
CHPT,Miscellaneous
CHS,Consumer Discretionary
CHT,Telecommunications
CHWY,Consumer Discretionary
CI,Health Care
CIA,Finance
CIB,Finance
CIEN,Utilities
CIF,Finance
CIG,Utilities
CII,Finance
CIM,Real Estate
CIM^A,
CIM^B,
CIM^C,
CIM^D,
CINT,Technology
CIO,Real Estate
CIO^A,
CION,Finance
CIR,Industrials
CIVI,Energy
CL,Consumer Discretionary
CLB,
CLCO,
CLDT,Real Estate
CLDT^A,
CLF,Basic Materials
CLH,Industrials
CLPR,Real Estate
CLS,
CLVT,Technology
CLVT^A,
CLW,Basic Materials
CLX,Consumer Discretionary
CM,Finance
CMA,Finance
CMC,Industrials
CMCM,Technology
CMG,Consumer Discretionary
CMI,Industrials
CMP,Basic Materials
CMRE,Consumer Discretionary
CMRE^B,
CMRE^C,
CMRE^D,
CMRE^E,
CMS,Utilities
CMS^B,
CMS^C,
CMSA,Utilities
CMSC,Utilities
CMSD,Utilities
CMTG,Real Estate
CMU,Finance
CNA,Finance
CNC,Health Care
CNDA,Finance
CNDB,Finance
CNF,Finance
CNHI,Industrials
CNI,Industrials
CNK,Consumer Discretionary
CNM,Consumer Discretionary
CNMD,Health Care
CNNE,Consumer Discretionary
CNO,Finance
CNO^A,
CNP,Utilities
CNQ,Energy
CNS,Finance
CNX,Energy
CODI,Consumer Discretionary
CODI^A,
CODI^B,
CODI^C,
COF,Finance
COF^I,
COF^J,
COF^K,
COF^L,
COF^N,
COHR,Technology
COLD,Real Estate
COMP,Technology
COO,Health Care
COOK,Consumer Discretionary
COP,Energy
COR,Health Care
CORR,Real Estate
CORR^A,
COTY,Consumer Discretionary
COUR,Technology
CP,Industrials
CPA,Consumer Discretionary
CPAC,Industrials
CPB,Consumer Staples
CPE,Energy
CPF,Finance
CPG,
CPK,Utilities
CPNG,Consumer Discretionary
CPRI,Consumer Discretionary
CPS,Consumer Discretionary
CPT,Real Estate
CPTK,Industrials
CR,Industrials
CRBG,Finance
CRC,Energy
CRD/A,
CRD/B,
CRGY,Energy
CRH,Industrials
CRI,Consumer Discretionary
CRK,Energy
CRL,Health Care
CRM,Technology
CRS,Industrials
CRT,Energy
CSAN,Consumer Discretionary
CSL,Industrials
CSR,Real Estate
CSR^C,
CSTA,Finance
CSTM,Industrials
CSV,Consumer Discretionary
CTA^A,
CTA^B,
CTBB,Telecommunications
CTDD,Telecommunications
CTLT,Health Care
CTO,Real Estate
CTO^A,
CTOS,Consumer Discretionary
CTR,Finance
CTRA,Energy
CTRE,Real Estate
CTS,Technology
CTV,Consumer Discretionary
CTVA,Industrials
CUBB,Finance
CUBE,Real Estate
CUBI,Finance
CUBI^E,
CUBI^F,
CUK,Consumer Discretionary
CULP,Consumer Discretionary
CURO,Finance
CURV,Consumer Discretionary
CUZ,Real Estate
CVE,
CVEO,Consumer Discretionary
CVI,Energy
CVII,Finance
CVNA,Consumer Discretionary
CVS,Consumer Staples
CVX,Energy
CW,Technology
CWAN,Technology
CWEN,Utilities
CWH,Consumer Discretionary
CWK,Finance
CWT,Utilities
CX,Industrials
CXAC,Finance
CXE,Finance
CXH,Finance
CXM,Technology
CXT,Industrials
CXW,Real Estate
CYD,Industrials
CYH,Health Care
CZOO,Consumer Discretionary
D,Utilities
DAC,Consumer Discretionary
DAL,Consumer Discretionary
DAN,Consumer Discretionary
DAO,Consumer Discretionary
DAR,Consumer Staples
DASH,Industrials
DAVA,Technology
DB,Finance
DBD,Technology
DBI,Consumer Discretionary
DBL,
DBRG,Real Estate
DBRG^H,
DBRG^I,
DBRG^J,
DCF,Finance
DCI,Industrials
DCO,Industrials
DCP^C,
DD,Industrials
DDD,Technology
DDL,Consumer Discretionary
DDS,Consumer Discretionary
DDT,Consumer Discretionary
DE,Industrials
DEA,Real Estate
DECK,Consumer Discretionary
DEI,Real Estate
DELL,Technology
DEN,Energy
DEO,Consumer Staples
DESP,Consumer Discretionary
DFH,Consumer Discretionary
DFIN,Consumer Discretionary
DFP,Finance
DFS,Finance
DG,Consumer Discretionary
DGX,Health Care
DHF,Finance
DHI,Consumer Discretionary
DHR,Industrials
DHT,Consumer Discretionary
DHX,Consumer Discretionary
DIAX,Finance
DIN,Consumer Discretionary
DINO,Energy
DIS,Consumer Discretionary
DK,Energy
DKL,Energy
DKS,Consumer Discretionary
DLB,Technology
DLNG,Consumer Discretionary
DLNG^A,
DLNG^B,
DLR,Real Estate
DLR^J,
DLR^K,
DLR^L,
DLX,Consumer Discretionary
DLY,Finance
DM,Technology
DMA,Finance
DMB,Finance
DMO,Finance
DMS,Consumer Discretionary
DNA,Health Care
DNB,Finance
DNMR,Industrials
DNOW,Industrials
DNP,Finance
DO,Energy
DOC,Real Estate
DOCN,Technology
DOCS,Technology
DOLE,Consumer Staples
DOMA,Finance
DOOR,Basic Materials
DOUG,Real Estate
DOV,Industrials
DOW,Industrials
DPG,Finance
DPZ,Consumer Discretionary
DQ,Technology
DRD,Basic Materials
DRH,Real Estate
DRH^A,
DRI,Consumer Discretionary
DRQ,Industrials
DSL,Finance
DSM,Finance
DSU,Finance
DSX,Consumer Discretionary
DSX^B,
DT,Technology
DTB,Utilities
DTC,Consumer Discretionary
DTE,Utilities
DTF,Finance
DTG,Utilities
DTM,Utilities
DTW,Utilities
DUK,Industrials
DUK^A,
DUKB,Utilities
DV,Technology
DVA,Health Care
DVN,Energy
DX,Real Estate
DX^C,
DXC,Technology
DY,Industrials
E,Energy
EAF,Energy
EAI,Utilities
EARN,Real Estate
EAT,Consumer Discretionary
EB,Technology
EBF,Consumer Discretionary
EBR,Utilities
EBS,Health Care
EC,Energy
ECAT,Finance
ECC           ,Finance
ECC^D,
ECCC,Finance
ECCV,Finance
ECCW,Finance
ECCX,Finance
ECL,Consumer Discretionary
ECVT,Industrials
ED,Utilities
EDD,Finance
EDF,Finance
EDI,Finance
EDN,Utilities
EDR,Consumer Discretionary
EDU,Consumer Discretionary
EE,Utilities
EEA,Finance
EEX,Consumer Discretionary
EFC,Finance
EFC^A,
EFC^B,
EFC^C,
EFR,Finance
EFT,Finance
EFX,Finance
EFXT,Industrials
EG,Finance
EGF,Finance
EGGF,Finance
EGLE,Consumer Discretionary
EGO,Basic Materials
EGP,Real Estate
EGY,Energy
EHAB,Health Care
EHC,Health Care
EHI,Finance
EIC,Finance
EICB,
EIG,Finance
EIX,Utilities
EL,Consumer Discretionary
ELAN,Health Care
ELC,Utilities
ELF,Consumer Discretionary
ELIQ,Miscellaneous
ELME,Real Estate
ELP,Utilities
ELS,Real Estate
ELV,Health Care
EMD,Finance
EME,Industrials
EMF,Finance
EMN,Industrials
EMO,Finance
EMP,
EMR,Technology
ENB,Energy
ENFN,Technology
ENIC,Utilities
ENJ,Utilities
ENLC,Utilities
ENO,Utilities
ENOV,Industrials
ENR,Miscellaneous
ENS,Technology
ENV,Consumer Discretionary
ENVA,Finance
ENZ,Health Care
EOD,Finance
EOG,Energy
EOI,Finance
EOS,Finance
EOT,Finance
EP^C,
EPAC,Industrials
EPAM,Technology
EPC,Consumer Discretionary
EPD,Utilities
EPR,Real Estate
EPR^C,
EPR^E,
EPR^G,
EPRT,Real Estate
EQBK,Finance
EQC,Real Estate
EQC^D,
EQH,Finance
EQH^A,
EQH^C,
EQNR,Energy
EQR,Real Estate
EQS,Finance
EQT,Energy
ERF,Energy
ERJ,Industrials
ERO,Basic Materials
ES,Utilities
ESAB,Industrials
ESE,Telecommunications
ESI,Industrials
ESMT,Technology
ESNT,Finance
ESRT,Real Estate
ESS,Real Estate
ESTC,Technology
ESTE,Energy
ET,Utilities
ET^C,
ET^D,
ET^E,
ETB,Finance
ETD,Consumer Discretionary
ETG,Finance
ETI^,
ETJ,Finance
ETN,Technology
ETO,Finance
ETR,Utilities
ETRN,Utilities
ETV,Finance
ETW,Finance
ETWO,Technology
ETX           ,Finance
ETY,Finance
EURN,Consumer Discretionary
EVA,Basic Materials
EVC,Industrials
EVEX,Industrials
EVF,Finance
EVG,Finance
EVH,Consumer Discretionary
EVN,Finance
EVR,Finance
EVRI,Consumer Discretionary
EVT,Finance
EVTC,Technology
EVTL,Industrials
EW,Health Care
EXG,Finance
EXK,Basic Materials
EXP,Industrials
EXPR,Consumer Discretionary
EXR,Real Estate
EXTO,
F,Consumer Discretionary
F^B,
F^C,
F^D,
FAF,Finance
FAM,Finance
FATH,Technology
FBIN,Consumer Discretionary
FBK,Finance
FBP,Finance
FBRT,Real Estate
FBRT^E,
FC,Consumer Discretionary
FCF,Finance
FCN,Consumer Discretionary
FCPT,Real Estate
FCRX,Finance
FCT,Finance
FCX,Basic Materials
FDEU,Finance
FDP,Consumer Staples
FDX,Consumer Discretionary
FE,Utilities
FEDU,Consumer Discretionary
FEI           ,Finance
FENG,Industrials
FERG,Miscellaneous
FET,Industrials
FF,Industrials
FFA,Finance
FFC,Finance
FFWM,Finance
FG,Finance
FGB,Finance
FHI,Finance
FHN,Finance
FHN^B,
FHN^C,
FHN^D,
FHN^E,
FHN^F,
FI,Consumer Discretionary
FICO,Consumer Discretionary
FIF,Finance
FIGS,Consumer Discretionary
FIHL,
FINS,Finance
FINV,Finance
FIS,Consumer Discretionary
FIX,Industrials
FL,Consumer Discretionary
FLC,Finance
FLME,Energy
FLNG,Consumer Discretionary
FLO,Consumer Staples
FLR,Industrials
FLS,Industrials
FLT,Consumer Discretionary
FMC,Industrials
FMN,Finance
FMS,Health Care
FMX,Consumer Staples
FMY,Finance
FN,Utilities
FNA,Health Care
FNB,Finance
FNB^E,
FND,Consumer Discretionary
FNF,Finance
FNV,
FOA,Finance
FOF,Finance
FOR,Finance
FOUR,Consumer Discretionary
FPF,Finance
FPH,Finance
FPI,Real Estate
FPL,Finance
FR,Real Estate
FRA,Finance
FREY,Miscellaneous
FRGE,Technology
FRO,Consumer Discretionary
FRT,Real Estate
FRT^C,
FRXB,Finance
FSCO,Finance
FSD,Finance
FSK,Finance
FSLY,Technology
FSM,Basic Materials
FSNB,Finance
FSR,Consumer Discretionary
FSS,Consumer Discretionary
FT,Finance
FTCH,Consumer Discretionary
FTHY,Finance
FTI,Industrials
FTK,Industrials
FTS,Utilities
FTV,Industrials
FUBO,Industrials
FUL,Industrials
FUN,Consumer Discretionary
FVRR,Consumer Discretionary
FZT,Finance
G,Consumer Discretionary
GAB,Finance
GAB^G,
GAB^H,
GAB^K,
GAM,Finance
GAM^B,
GAQ,Finance
GATO,Basic Materials
GATX,Consumer Discretionary
GB,Technology
GBAB,Finance
GBCI,Finance
GBLI,Finance
GBTG,Technology
GBX,Industrials
GCI,Consumer Discretionary
GCO,Consumer Discretionary
GCV,Finance
GD,Industrials
GDDY,Technology
GDL,Finance
GDL^C,
GDO,Finance
GDOT,Finance
GDV,Finance
GDV^H,
GDV^K,
GE,Technology
GEF,
GEHI,Consumer Discretionary
GEL,Energy
GENI,Consumer Discretionary
GEO,Consumer Discretionary
GES,Consumer Discretionary
GETR,Consumer Discretionary
GETY,Industrials
GF,Finance
GFF,Industrials
GFI,Basic Materials
GFL,
GFOR,Finance
GFR,
GGB,Industrials
GGG,Industrials
GGT,Finance
GGT^E,
GGT^G,
GGZ,Finance
GHC,Consumer Discretionary
GHG,Consumer Discretionary
GHI,Finance
GHL,Finance
GHLD,Finance
GHM,Industrials
GHY,Finance
GIB,Consumer Discretionary
GIC,Industrials
GIL,Consumer Discretionary
GIM,Finance
GIS,Consumer Staples
GJH,Finance
GJO,Finance
GJP,Finance
GJR,Finance
GJS,Finance
GJT,Finance
GKOS,Health Care
GL,Finance
GL^D,
GLOB,Technology
GLOG^A,
GLOP^A,
GLOP^B,
GLOP^C,
GLP,Energy
GLP^A,
GLP^B,
GLT,Basic Materials
GLW,Technology
GM,Consumer Discretionary
GME,Consumer Discretionary
GMED,Health Care
GMRE,Real Estate
GMRE^A,
GMS,
GNE,Utilities
GNK,Consumer Discretionary
GNL,Real Estate
GNL^A,
GNL^B,
GNL^D,
GNL^E,
GNRC,Consumer Discretionary
GNT,Finance
GNT^A,
GNTY,Finance
GNW,Finance
GOF,Finance
GOL,Consumer Discretionary
GOLD,
GOLF,Consumer Discretionary
GOOS,
GOTU,Consumer Discretionary
GPC,Consumer Discretionary
GPI,Consumer Discretionary
GPJA,Utilities
GPK,Consumer Discretionary
GPMT,Real Estate
GPMT^A,
GPN,Consumer Discretionary
GPOR,Energy
GPRK,Energy
GPS,Consumer Discretionary
GRBK,Consumer Discretionary
GRBK^A,
GRC,Industrials
GRMN,Industrials
GRND,Technology
GRNT,Finance
GROV,Consumer Discretionary
GRX,Finance
GS,Finance
GS^A,
GS^C,
GS^D,
GS^K,
GSBD,Finance
GSK,Health Care
GSL,Consumer Discretionary
GSL^B,
GTES,Industrials
GTLS,Industrials
GTLS^B,
GTN,Industrials
GTY,Real Estate
GUG,Finance
GUT,Finance
GUT^C,
GVA,Industrials
GWH,Miscellaneous
GWRE,Technology
GWW,Industrials
GXO,Consumer Discretionary
H,Consumer Discretionary
HAE,Health Care
HAL,Energy
HASI,Real Estate
HAYW,Technology
HBB,Consumer Discretionary
HBI,Consumer Discretionary
HBM,Basic Materials
HCA,Health Care
HCC,Energy
HCI,Finance
HCXY,Finance
HD,Consumer Discretionary
HDB,Finance
HE,Utilities
HEI,Industrials
HEI/A,
HEP,Energy
HEQ,Finance
HES,Energy
HESM,Energy
HFRO,Finance
HFRO^A,
HGLB,Finance
HGTY,Finance
HGV,Consumer Discretionary
HHH,Real Estate
HHLA,Health Care
HI,Consumer Discretionary
HIE,Finance
HIG,Finance
HIG^G,
HII,Industrials
HIMS,Health Care
HIO,Finance
HIPO,Finance
HIW,Real Estate
HIX,Finance
HKD,Finance
HL,Industrials
HL^B,
HLF,Health Care
HLGN,Utilities
HLI,Finance
HLIO,Industrials
HLLY,Consumer Discretionary
HLN,Consumer Discretionary
HLT,Consumer Discretionary
HLX,Energy
HMC,Consumer Discretionary
HMN,Finance
HMY,Basic Materials
HNI,Consumer Discretionary
HOG,Consumer Discretionary
HOMB,Finance
HOUS,Finance
HOV,Consumer Discretionary
HP,Energy
HPE,Telecommunications
HPF,Finance
HPI,Finance
HPP,Finance
HPP^C,
HPQ,Technology
HPS,Finance
HQH,Finance
HQL,Finance
HR,Real Estate
HRB,Consumer Discretionary
HRI,
HRL,Consumer Staples
HRT,Consumer Discretionary
HRTG,Finance
HSBC,Finance
HSHP,
HSY,Consumer Staples
HT,Real Estate
HT^C,
HT^D,
HT^E,
HTD,Finance
HTFC,Finance
HTGC,Finance
HTH,Finance
HTY,Finance
HUBB,Technology
HUBS,Technology
HUM,Health Care
HUN,Industrials
HUYA,Technology
HVT,Consumer Discretionary
HVT/A,
HWM,Industrials
HXL,Industrials
HY,Industrials
HYAC,
HYB,Finance
HYI,Finance
HYLN,Consumer Discretionary
HYT,Finance
HZO,Consumer Discretionary
IAE,Finance
IAG,Basic Materials
IBM,Technology
IBN,Finance
IBP,Consumer Discretionary
ICD,Energy
ICE,Finance
ICL,Industrials
ICNC,Finance
ICR^A,
IDA,Utilities
IDE,Finance
IDT,Telecommunications
IEX,Industrials
IFF,Industrials
IFN,Finance
IFS,Finance
IGA,Finance
IGD,Finance
IGI,Finance
IGR,Finance
IGT,Consumer Discretionary
IH,Consumer Discretionary
IHD,Finance
IHG,Consumer Discretionary
IHIT,Finance
IHS,Telecommunications
IHTA,Finance
IIF,Finance
IIIN,Industrials
IIM,Finance
IIPR,Finance
IIPR^A,
IMAX,
INFA,Technology
INFY,Technology
ING,Finance
INGR,Consumer Staples
INN,Real Estate
INN^E,
INN^F,
INSI,Finance
INSP,Health Care
INST,Technology
INSW,Consumer Discretionary
INVH,Finance
IONQ,Industrials
IOT,Technology
IP,Basic Materials
IPG,Consumer Discretionary
IPI,Industrials
IQI,Finance
IQV,Health Care
IR,Industrials
IRM,Real Estate
IRRX,Finance
IRS,Real Estate
IRT,Real Estate
ISD,Finance
IT,Consumer Discretionary
ITCL,Finance
ITGR,Health Care
ITT,Industrials
ITUB,Finance
ITW,Industrials
IVR,Real Estate
IVR^B,
IVR^C,
IVT,Real Estate
IVZ,Finance
IX,Finance
J,Industrials
JBGS,Real Estate
JBI,Industrials
JBK,Finance
JBL,Technology
JBT,Industrials
JCE,Finance
JCI,Industrials
JEF,Finance
JELD,Basic Materials
JEQ,Consumer Discretionary
JFR,Finance
JGH,Finance
JHAA,Finance
JHG,Finance
JHI,Finance
JHS,Finance
JHX,Industrials
JILL,Consumer Discretionary
JKS,Technology
JLL,Finance
JLS,Finance
JMIA,Consumer Discretionary
JMM,Finance
JNJ,Health Care
JNPR,Technology
JOBY,Consumer Discretionary
JOE,Real Estate
JOF,Finance
JPC,Finance
JPI,Finance
JPM,Finance
JPM^C,
JPM^D,
JPM^J,
JPM^K,
JPM^L,
JPM^M,
JPS,Finance
JPT,Finance
JQC,Finance
JRI,Finance
JRS,Finance
JT,Technology
JUN,Finance
JWN,Consumer Discretionary
JXN,Finance
JXN^A,
K,Consumer Staples
KAI,Industrials
KAMN,Industrials
KAR,Consumer Discretionary
KB,Finance
KBH,Consumer Discretionary
KBR,Industrials
KCGI,Finance
